"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2011",4.999,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2011",4.606,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2011",5.401,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2010",5.215,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2010",5.667,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2010",4.753,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2009",6.124,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2009",5.901,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2009",6.354,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2008",6.206,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2008",4.611,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2008",7.835,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2007",5.659,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2007",4.743,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2007",6.582,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2006",6.694,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2006",6.078,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2006",7.31,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2005",5.498,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2005",4.274,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2005",6.745,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2004",6.251,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2004",4.629,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2004",7.926,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2003",5.138,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2003",4.463,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2003",5.818,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2002",5.016,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2002",2.099,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2002",7.978,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2001",5.521,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2001",4.424,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2001",6.634,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2000",5.034,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2000",2.726,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2000",7.413,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1999",7.471,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1999",5.434,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1999",9.581,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1998",7.958,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1998",5.688,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1998",10.292,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1997",7.02,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1997",4.648,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1997",9.456,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1996",7.747,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1996",5.781,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1996",9.765,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1995",7.187,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1995",4.264,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1995",10.216,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1994",8.642,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1994",4.652,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1994",12.756,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1993",7.136,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1993",2.769,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1993",11.664,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1992",5.46,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1992",3.264,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1992",7.732,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1991",5.823,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1991",2.751,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1991",9.056,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1990",4.929,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1990",2.182,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1990",7.719,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1989",5.911,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1989",2.319,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1989",9.612,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1988",7.425,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1988",3.662,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1988",11.239,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1987",7.875,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1987",3.34,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1987",12.475,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1986",7.778,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1986",4.152,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1986",11.383,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1985",8.491,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1985",5.301,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1985",11.656,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1984",8.322,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1984",4.084,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1984",12.532,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1983",10.554,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1983",5.553,,,"Repository: ILO-STATISTICS - Micro data processing"
"Luxembourg","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1983",15.6,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2024",9.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2024",10.622,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2024",9.129,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2023",5.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2023",6.808,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2023",4.541,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2022",7.767,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2022",10.445,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2022",4.972,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2021",8.687,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2021",8.477,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2021",8.908,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2020",8.547,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2020",8.552,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2020",8.543,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2019",9.24,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2019",9.838,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2019",8.607,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2018",7.897,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2018",8.665,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2018",7.092,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2017",11.956,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2017",12.041,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2017",11.867,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2016",11.205,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2016",12.629,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2016",9.711,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2015",10.518,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2015",9.366,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2015",11.727,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2014",12.024,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2014",11.306,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2014",12.777,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2013",13.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2013",12.635,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2013",13.447,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2012",14.895,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2012",15.139,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2012",14.637,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2011",16.035,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2011",16.068,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2011",16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2010",17.814,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2010",18.697,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2010",16.902,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2009",17.487,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2009",18.618,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2009",16.318,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2008",11.822,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2008",10.183,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2008",13.524,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2007",11.94,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2007",9.537,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2007",14.432,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2006",11.464,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2006",7.926,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2006",15.112,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2005",10.891,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2005",8.864,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2005",12.975,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2004",12.34,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2004",8.351,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2004",16.435,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2003",12.735,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2003",8.925,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2003",16.616,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2002",12.828,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2002",13.206,,,"Repository: ILO-STATISTICS - Micro data processing"
"Latvia","LFS - EU Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2002",12.443,,,"Repository: ILO-STATISTICS - Micro data processing"
"Macao, China","LFS - Employment Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2016",4.96,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macao, China","LFS - Employment Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2016",5.56,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macao, China","LFS - Employment Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2016",4.32,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macao, China","LFS - Employment Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2015",5.31,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macao, China","LFS - Employment Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2015",5.25,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macao, China","LFS - Employment Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2015",5.36,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macao, China","LFS - Employment Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2014",5,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macao, China","LFS - Employment Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2014",4.89,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
